Character,ID,File,Context,English,简体中文
Narr,859,Room- CryptCoffin,OnUseInvHotspotLid,I work the knife between the weathered boards. Should be able to pry one loose,我把刀插进那些风化的木板之间。应该能撬松一块
Narr,860,Room- CryptCoffin,OnUseInvHotspotLid,"Almost there, if I can-",就差一点了，要是能——
Narr,861,Room- CryptCoffin,OnUseInvHotspotLid,Muddy water gushes in!,泥水涌了进来！
Narr,862,Room- CryptCoffin,OnUseInvHotspotLid,"I jam my hands against the crack, but water sprays through my fingers, the trickle quickly becoming a stream",我用手死死抵住裂缝，可水从指缝间喷出来，细流很快变成了水柱
Narr,863,Room- CryptCoffin,OnUseInvHotspotLid,The crack's not wide enough,裂缝不够宽
Narr,864,Room- CryptCoffin,OnInteractHotspotLid,I strain against the lid,我用力顶着棺盖
Narr,865,Room- CryptCoffin,OnInteractHotspotLid,Completely immovable,纹丝不动
Narr,866,Room- CryptCoffin,OnInteractHotspotLid,"There's a crack where the swollen wood is pulling apart, but I can't get my fingers between the boards",肿胀的木头拉出了一道裂缝，但手指伸不进木板间
Narr,867,Room- CryptCoffin,UnhandledUseInv,I don't want to start a fire in here!,可不想在这儿点火！
,380,Room- CryptCoffin,Prop Description,The darkness is complete,一片彻底的黑暗
,381,Room- CryptCoffin,Hotspot Description,"The lid of the coffin is rotten, wood cracking where it was joined",棺盖已经朽烂，接缝处的木头正在开裂
,382,Room- CryptCoffin,Hotspot Description,"The coffin feels tiny, the weight of the earth above, immense",这口棺材感觉小得可怜，头顶泥土的重量却大得惊人
,383,Room- CryptCoffin,Hotspot Description,The meager light won't last much longer,这点微弱的光撑不了多久了
,384,Room- CryptCoffin,Hotspot Description,How many meters of mud and rock are above me?,头顶到底压着多少米的泥土和岩石？
,385,Room- Hospital,OnEnterRoom,His piercing eyes aren't touched by his lopsided grin as he regards me,他那双锐利的眼睛没有随着那歪斜的笑容一起打量我
,386,Room- Hospital,OnEnterRoom,I recognize the cop from the cemetery,我认出了这是墓园里那个警察
Mick,343,Room- Hospital,OnEnterRoomAfterFade,Oh thank Christ,谢天谢地
Narr,868,Room- Hospital,OnEnterRoomAfterFade,Someone must have found me,肯定是有人发现了我
Narr,869,Room- Hospital,OnWalkTo,I go to stand,我想站起来
Narr,870,Room- Hospital,OnWalkTo,Not going anywhere cuffed to the bed like this,这样铐在床上哪儿都去不了
Narr,871,Room- Hospital,OnWalkTo,"I pull against the cuffs, but it's no use",我拽了拽手铐，没用
Narr,872,Room- Hospital,OnWalkTo,I'm cuffed to the bed,我被铐在床上了
Narr,873,Room- Hospital,OnWalkTo,Not going anywhere,哪儿都去不了
Narr,874,Room- Hospital,OnWalkTo,I'm stuck here until I can get these cuffs off,除非把这手铐弄开，不然我被困在这儿了
Narr,875,Room- Hospital,OnNoticeCuffs,"That's when I notice the handcuffs, linking my left arm to the railing on the bed",这时我才注意到手铐，把我的左臂铐在了床栏上
Mick,344,Room- Hospital,OnNoticeCuffs,Hey! Get this off me!,嘿！把这个弄开！
Narr,876,Room- Hospital,OnNoticeCuffs,That hospital stench of ammonia... I can't breathe in this place!,那股医院特有的氨水味……我在这地方喘不过气来！
Narr,877,Room- Hospital,OnNoticeCuffs,Ah come on Mick. It beats being buried alive,行了Mick。总比被活埋强
Narr,878,Room- Hospital,Call button- Notice handcuffs,"Sitting up to better reach the buzzer, my arm stops short with a clank",坐起来想够到呼叫铃，手臂却哐当一声被拽住了
Narr,879,Room- Hospital,Call button- Roth (doctor) is there,There's a doctor right there...,这儿正好有个医生……
Narr,880,Room- Hospital,Call button- Detective enters,I hit the call button,我按下呼叫铃
Detective,49,Room- Hospital,Call button- Detective enters,"Ah, back with the living eh, boss?",啊，又活过来了，头儿？
Mick,345,Room- Hospital,Call button- Detective enters,You!,你！
Detective,50,Room- Hospital,Call button- Detective enters,Me,正是
Narr,881,Room- Hospital,"Call button- Being smothered, can't reach","I try for the call button, but the nurse has my arm pinned",我伸手去按呼叫铃，可护士按住了我的手臂
Narr,882,Room- Hospital,"Call button- Being smothered, can't reach",Need to distract her somehow,得想办法分散她的注意力
Narr,883,Room- Hospital,Call button- Cop wont' let you press it,I reach for the button again,我又伸手去够那个按钮
Cop,5,Room- Hospital,Call button- Cop wont' let you press it,Leave that alone!,别碰那个！
Narr,884,Room- Hospital,Call button-,Don't think I'll get any help from out there,指望外面来人帮忙估计没戏
Nurse,0,Room- Hospital,PoliceAttackDetective,"My name? It's, um...",我的名字？呃，是……
Mick,346,Room- Hospital,PoliceAttackDetective,What the hell?!,搞什么？！
Cop,6,Room- Hospital,PoliceAttackDetective,Shut up!,闭嘴！
,387,Room- Hospital,PoliceAttackDetective,"It's not just the nurse, he's trying to kill me too!",不只是那护士，他也想杀我！
,388,Room- Hospital,PoliceAttackDetective,"Her back is turned, something's sticking out of her back pocket",她背对着我，后口袋里露出个什么东西
,389,Room- Hospital,PoliceAttackDetective,Seems like the detective's the only person here NOT trying to kill me,看来这屋里唯一不想杀我的就是这警探了
Narr,885,Room- Hospital,OnInteractHotspotDrip,The bag reads 0.9% Sodium Chloride. Just saline solution to stop dehydration,袋子上写着0.9%氯化钠。就是防止脱水的生理盐水
Narr,886,Room- Hospital,OnInteractHotspotDrip,Typical doc reaction. Bring in someone half drowned and they pump them full of seawater,典型的医生反应。送来个差点淹死的人，就给他灌满海水
Narr,887,Room- Hospital,OnInteractHotspotDrip,"I lift my arm to look closer, and it stops short with a clank",我抬手想看清点，手臂却哐当一声被拽住了
Narr,888,Room- Hospital,OnInteractHotspotDrip,These places... They plug you full of tubes...,这种地方……全身插满管子……
Narr,889,Room- Hospital,OnInteractHotspotDrip,Before you know it a machine's doing the living for you,不知不觉，你就成了台机器替你活着
Narr,890,Room- Hospital,OnInteractHotspotDrip,Then they simply switch you off,然后他们直接把你关掉
Narr,891,Room- Hospital,OnInteractHotspotDrip,I yank out the IV,我把输液管拽了出来
Narr,892,Room- Hospital,OnInteractHotspotDrip,Damn thing itches anyway,反正这破玩意儿一直痒
Narr,893,Room- Hospital,OnInteractHotspotDrip,"Can't do much with it, and I'm not about to stick it back in my arm",这东西也干不了什么，我也不打算再把它插回胳膊里
Narr,894,Room- Hospital,OnInteractHotspotTable,"Desperately, I feel around the nightstand",我绝望地摸索着床头柜
Narr,895,Room- Hospital,OnInteractHotspotTable,My hand closes over the TV remote,手碰到了电视遥控器
Narr,896,Room- Hospital,OnInteractHotspotTable,I can't feel anything useful!,摸不到什么有用的东西！
Narr,897,Room- Hospital,OnInteractHotspotTable,I reach over to the nightstand drawers,我伸手去够床头柜的抽屉
Detective,51,Room- Hospital,OnInteractHotspotTable,Leave that alone,别碰那个
Narr,898,Room- Hospital,OnInteractHotspotTable,I scramble out of the hospital gown and swap it for my own clothes,我挣脱病号服，换上自己的衣服
Narr,899,Room- Hospital,OnInteractHotspotTable,I try the drawers,我试着拉开抽屉
Narr,900,Room- Hospital,OnInteractHotspotTable,"My clothes are folded in the bottom one, but all my stuffs gone",我的衣服叠在最下面那格，可我东西全没了
Narr,901,Room- Hospital,OnInteractHotspotTable,"The top drawer's empty, save for a TV remote",上面那格是空的，只有个电视遥控器
Narr,902,Room- Hospital,OnInteractHotspotTable,I grab the TV remote,我抓起电视遥控器
Narr,903,Room- Hospital,OnInteractHotspotTable,"Nothing I can use in the drawers, and there's only a useless plastic bowl on top",抽屉里没什么能用的，最上面只有个没用的塑料碗
Mick,347,Room- Hospital,OnInteractHotspotDoor,Hello? Anyone out there?,喂？外面有人吗？
Mick,348,Room- Hospital,OnInteractHotspotDoor,Mrrff!,唔唔！
Mick,349,Room- Hospital,OnInteractHotspotDoor,Mrrgh!,唔嗯！
Mick,350,Room- Hospital,OnInteractHotspotDoor,Mruuff!,唔呜！
Mick,351,Room- Hospital,OnInteractHotspotDoor,Hey! I need help in here!,嘿！这里面需要帮助！
Cop,7,Room- Hospital,OnInteractHotspotDoor,Shut the fuck up!,他妈的闭嘴！
Narr,904,Room- Hospital,OnInteractHotspotDoor,Don't think I'll get any help from out there,指望外面来人帮忙估计没戏
Mick,352,Room- Hospital,"First talk to detective in hospital, before know who he is","What are you going to do!? Put a bag over my head, throw me in the reservoir again?",你到底想干什么！？拿袋子套我头上，再把我扔进水库一次？
Narr,905,Room- Hospital,"First talk to detective in hospital, before know who he is",I tug in vain at my cuffed hand,我徒劳地拽着被铐住的手
Mick,353,Room- Hospital,"First talk to detective in hospital, before know who he is",Well fuck you!,好啊，去你妈的！
Detective,52,Room- Hospital,"First talk to detective in hospital, before know who he is","Jeez boss, think you'd be grateful after I haul your ass outta the mud",老天头儿，我把你从泥里捞出来，你好歹该谢谢我吧
Narr,906,Room- Hospital,"First talk to detective in hospital, before know who he is","He grins down at me. I see the glint of the pistol at his belt, and turn to the door",他低头朝我咧嘴一笑。我瞥见他腰带上那把手枪的反光，转头看向门
Mick,354,Room- Hospital,"First talk to detective in hospital, before know who he is",Help! In here! Help me!,救命！这里面！救救我！
Mick,355,Room- Hospital,"First talk to detective in hospital, before know who he is",Thank god!,谢天谢地！
Mick,356,Room- Hospital,"First talk to detective in hospital, before know who he is",This man has a gun! He's been trying to kill me!,这个人有枪！他一直想杀我！
Narr,907,Room- Hospital,"First talk to detective in hospital, before know who he is",The cop eyes me,那警察打量着我
Cop,8,Room- Hospital,"First talk to detective in hospital, before know who he is",What's up detective?,怎么了，警探？
Detective,53,Room- Hospital,"First talk to detective in hospital, before know who he is",Our friend here is awake,咱这位朋友醒了
Cop,9,Room- Hospital,"First talk to detective in hospital, before know who he is",I heard,听见了
Narr,908,Room- Hospital,"First talk to detective in hospital, before know who he is",Detective?,警探？
,390,Room- Hospital,"First talk to detective in hospital, before know who he is",He's a cop?,他是警察？
Mick,357,Room- Hospital,Talk to detective in hospital again,You're a cop? But you've been trying to kill me!,你是警察？可你一直想杀我！
Detective,54,Room- Hospital,Talk to detective in hospital again,"No, boss. I'm just looking for the girl. Not trying to kill you",不，头儿。我只是在找那姑娘。没想杀你
Cop,10,Room- Hospital,Talk to detective in hospital again,"If you've hurt her, I'll kill you! Where is she?!",你要是伤了她，我杀了你！她在哪儿？！
Mick,358,Room- Hospital,Talk to detective in hospital again,The reporter?,那个记者？
Mick,359,Room- Hospital,Talk to detective in hospital again,They took her,他们把她带走了
Detective,55,Room- Hospital,Talk to detective in hospital again,"Who's 'they', boss?",「他们」是谁，头儿？
Mick,360,Room- Hospital,Talk to detective in hospital again,Armed men. Soldiers. Like... Covert ops or something,持枪的人。士兵。像是……秘密行动小队什么的
Cop,11,Room- Hospital,Talk to detective in hospital again,What a crock of shit!,什么狗屁鬼话！
Mick,361,Room- Hospital,Talk to detective in hospital again,"I know how it sounds, but I saw them take her!",我知道这听着离谱，可我亲眼看见他们把她带走的！
Mick,362,Room- Hospital,Talk to detective in hospital again,"Then they knocked me out, threw me in the reservoir",然后他们把我打晕，扔进了水库
Mick,363,Room- Hospital,Talk to detective in hospital again,They... they killed old Bill,他们……他们杀了老Bill
Detective,56,Room- Hospital,Talk to detective in hospital again,Bill?,Bill？
Mick,364,Room- Hospital,Talk to detective in hospital again,The... body you found me standing over,就是……你们发现我站在他尸体旁边那个
Cop,12,Room- Hospital,Talk to detective in hospital again,"Cut the shit, Butcher. Where's the girl? Did you kill her too?",少他妈废话，屠夫。那姑娘在哪儿？你也杀了她？
Mick,365,Room- Hospital,Talk to detective in hospital again,No! Listen to me-,不！听我说——
Cop,13,Room- Hospital,Talk to detective in hospital again,No you listen!,不，你才该听我说！
Detective,57,Room- Hospital,Talk to detective in hospital again,Take it easy constable,冷静点，警员
Detective,58,Room- Hospital,Talk to detective in hospital again,"Thing is, boss, CCTV puts you with her, holding the same knife you used to stab... Bill, was it?",问题是，头儿，监控拍到你跟她在一起，手里还握着同一把刀，刺伤了……Bill，是吧？
Mick,366,Room- Hospital,Talk to detective in hospital again,"Yes! I mean, no! Let me explain!",对！我是说，不对！让我解释！
Detective,59,Room- Hospital,Talk to detective in hospital again,I think you'd better,我看你最好解释一下
,391,Room- Hospital,Talk to detective in hospital again,"He's a Detective. He's been chasing me around, thinking I'm the one that took the reporter and murdered Bill",他是个警探。他一直在追我，以为是我掳走了那记者、杀了Bill
Narr,909,Room- Hospital,Talk to detective in hospital again,I continue trying to convince the detective...,我继续想说服这位警探……
Narr,910,Room- Hospital,Talk to detective in hospital again,Don't think he's buying any of it,看来他一句都不信
Narr,911,Room- Hospital,Nurse enters,The cops fall silent as a nurse enters,一名护士走进来，两个警察都安静了下来
Nurse,1,Room- Hospital,Nurse enters,Don't mind me,别管我
Mick,367,Room- Hospital,Nurse sticks IV back in arm,Ow!,哦！
Narr,912,Room- Hospital,Nurse sticks IV back in arm,"I glare at the nurse, who'd just jabbed the cannula back into my arm",我瞪着刚把针头重新扎进我手臂的护士
Narr,913,Room- Hospital,Nurse sticks IV back in arm,A suspicious frown darkens her face,她脸上闪过一丝疑心的阴云
Nurse,2,Room- Hospital,Nurse sticks IV back in arm,Don't fiddle with this,别乱动这个
Nurse,3,Room- Hospital,Nurse finishes,All done!,好了！
Detective,60,Room- Hospital,Nurse finishes,Where were we?,我们说到哪儿了？
Narr,914,Room- Hospital,Start to feel poison,"The lights in here seem to be buzzing, growing brighter. My arm feels strangely cold",这儿的灯似乎在嗡嗡作响，越来越亮。我的手臂莫名地发冷
Mick,368,Room- Hospital,Start to feel poison,Can you loosen my cuffs a bit?,能把手铐松一点吗？
Detective,61,Room- Hospital,"Cop notices you're not being poisoned, leaves to get nurse","Problem, Constable?",有问题吗，警员？
Cop,14,Room- Hospital,"Cop notices you're not being poisoned, leaves to get nurse","I've, ah... gotta check something",我，呃……得去查点事
Nurse,4,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you","I'm sorry detective, but I need a minute with the patient",抱歉警探，但我需要单独和病人待一会儿
Detective,62,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you",Can't it wait?,不能等等吗？
Nurse,5,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you",Doctors orders,医嘱
Mick,369,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you",Don't leave me with her!,别把我一个人留给她！
Detective,63,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you",You'll be alright?,你没事吧？
Mick,370,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you",No! She's trying to kill me!,不！她想杀我！
Detective,64,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you","Can it, Carter. I was asking the nurse here",省省吧，Carter。我在问这位护士
Nurse,6,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you",I'm tougher than I look detective,我可比看起来结实，警探
Detective,65,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you","Alright, I'll just be outside",好吧，我就在外面
Nurse,7,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you",I must insist on privacy,我得坚持要点隐私
Detective,66,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you","Nurses station down the hall then, press the call button if you need help",那走廊尽头有护士站，需要帮忙就按呼叫铃
Nurse,8,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you",Tricky little fucker aren't you,你这小滑头还挺难缠的
Nurse,9,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you","Well, hold still. This won't hurt a bit",好了，别动。不会疼的
,392,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you",All her weight's on the pillow. I can't breathe!,她整个人压在枕头上。我喘不过气了！
,393,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you","Well, the nurse's definitely trying to kill me",看来这护士绝对是想杀我
Mick,371,Room- Hospital,"Nurse enters, kicks out detective, starts smothering you",Mfhhhf!!,唔呜呜！！
Debug,11,Room- Hospital,UpdateBlocking,"S: Smother, K: Knockout",S：捂闷，K：击晕
Narr,915,Room- Hospital,Poison,The room swims again. The violent buzz of the lights is blinding,房间又开始晃动。灯光刺眼的嗡鸣让人睁不开眼
Narr,916,Room- Hospital,Poison,I try to blink it away but my eyelids are sluggish,我想眨眼把它甩开，可眼皮沉得像铅
Narr,917,Room- Hospital,Poison,I try to gasp for help...,我想喘气呼救……
Narr,918,Room- Hospital,Poison,But my lungs no longer respond,可肺已经不听使唤了
Narr,919,Room- Hospital,Poison,"The room swims again, the cold in my left arm twisting its way through my shoulder",房间又开始晃动，左臂那股寒意正顺着肩膀往上爬
Narr,920,Room- Hospital,Poison,Icy tentacles coil around my heart. I feel it spasm...,冰冷的触手缠上了我的心脏。我感觉它抽搐了一下……
Narr,921,Room- Hospital,Poison,Then stop,然后停了
Detective,67,Room- Hospital,Poison,"You alright there, boss? You glazed over for a moment",你还好吧，头儿？你刚才有点恍神
Narr,922,Room- Hospital,Poison,"As I try to get my bearings, the nurse enters",我正努力找回意识，护士走了进来
Narr,923,Room- Hospital,Poison,"The nurse, she's poisoning me!",那护士，她在给我下毒！
Nurse,11,Room- Hospital,NurseGoStandGuard,"Just fucking shoot him, we'll worry about clean-up after",他妈的直接开枪就行，善后的事等下再说
Cop,15,Room- Hospital,NurseGoStandGuard,"Fine, you go keep watch",行，你去把风
,394,Room- Hospital,NurseGoStandGuard,She stamps out,她跺着脚走了出去
,395,Room- Hospital,NurseGoStandGuard,"His back's turned. If I'm going to make my move, this is the time",他背对着我。要动手就趁现在
Narr,924,Room- Hospital,CopLastWords,He turns to me. Smiles,他转向我。笑了
Cop,16,Room- Hospital,CopLastWords,Any parting words?,有什么遗言吗？
,396,Room- Hospital,CopLastWords,He looks at me with a killer's eyes,他用一双杀手的眼睛看着我
Narr,925,Room- Hospital,Shoot,He grins down at me,他低头朝我咧嘴一笑
,397,Room- Hospital,Shoot,The syringe is empty,注射器是空的
Narr,926,Room- Hospital,Shoot,That syringe is no good empty,这空注射器没什么用
Narr,927,Room- Hospital,OnInteractPropTv,The black screen shows only a dull reflection of the room,黑屏上只映出房间的模糊倒影
Narr,928,Room- Hospital,OnInteractPropTv,No sound from the TV,电视没声音
Narr,929,Room- Hospital,OnInteractPropTv,The TV blasts loud static,电视爆出一阵刺耳的静电噪音
Narr,930,Room- Hospital,OnUseInvPropTv,The screen comes on with a blaring burst of static,屏幕伴着一阵刺耳的静电噪音亮了起来
Detective,68,Room- Hospital,OnUseInvPropTv,Turn that thing off,把那玩意儿关了
Detective,69,Room- Hospital,OnUseInvPropTv,Y'know those things rot your brain. Turn it off,你知道这东西会腐蚀脑子的吧。关了
Narr,931,Room- Hospital,OnUseInvPropTv,"I oblige, returning the remote to the top drawer before he can snatch it from me",我照做了，趁他还没抢过去，把遥控器放回最上面那格抽屉
Narr,932,Room- Hospital,OnUseInvPropTv,The noise is startling in the clinical quiet of the hospital,在医院这份临床般的寂静中，这噪音显得格外刺耳
Narr,933,Room- Hospital,OnUseInvPropTv,I turn it off and replace the remote,我关掉电视，把遥控器放了回去
Narr,934,Room- Hospital,OnUseInvHotspotDrip,I pierce the IV bag and suck up a full barrel of the poison,我刺穿输液袋，吸满整整一管毒液
,398,Room- Hospital,OnUseInvHotspotDrip,The syringe is filled with poison from the IV,注射器里灌满了输液袋里的毒液
Cop,17,Room- Hospital,OnUseInvHotspotDrip,Ha ha. Is that meant for me?,哈哈。这是给我准备的？
Narr,935,Room- Hospital,OnUseInvHotspotDrip,The syringe is already full,注射器已经满了
Narr,936,Room- Hospital,OnInteractPropBedCop,No pulse,没有脉搏
Narr,937,Room- Hospital,OnInteractPropBedCop,"I grab the keys from his belt, undo my cuffs",我从他腰带上摸出钥匙，解开手铐
Narr,938,Room- Hospital,OnInteractPropBedCop,Better get out of here,得赶紧离开这儿
,399,Room- Hospital,OnInteractPropBedCop,He's very dead. Poison must have gone straight to his brain,他死透了。毒液肯定是直冲脑子去了
Cop,18,Room- Hospital,CoroutineCopNurseArgue,"Useless bitch, do I have to do everything myself?",没用的贱人，什么事都得我自己来吗？
Nurse,12,Room- Hospital,CoroutineCopNurseArgue,I had it under control,我控制住局面了
Cop,19,Room- Hospital,CoroutineCopNurseArgue,Like hell you did!,见鬼你控制了！
Nurse,13,Room- Hospital,CoroutineCopNurseArgue,"Well, what are we going to do with the inspector?",那，我们该拿这警督怎么办？
Cop,20,Room- Hospital,CoroutineCopNurseArgue,We'll say the patient attacked. Got the DI's gun,就说病人袭击了他。抢了警督的枪
Nurse,14,Room- Hospital,CoroutineCopNurseArgue,"Ok, then what? Turned it on himself?",好，然后呢？朝自己开的枪？
Cop,21,Room- Hospital,CoroutineCopNurseArgue,Then I came in. Shot him...,然后我冲进来。开枪打他……
Cop,22,Room- Hospital,CoroutineCopNurseArgue,Wait... No. Just... let me think a second...,等等……不对。让……让我再想一下……
Cop,23,Room- Hospital,OnAnyClick,Too slow,太慢了
Narr,939,Room- Hospital,OnInteractHotspotDetectiveDown,He's still breathing,他还有呼吸
Narr,940,Room- Hospital,OnInteractHotspotDetectiveDown,I should probably go before he wakes up...,我该趁他没醒之前赶紧走……
Mick,373,Room- Hospital,OnInteractHotspotDetectiveDown,"Ah... Hey, are you alright?",啊……嘿，你没事吧？
Detective,70,Room- Hospital,OnInteractHotspotDetectiveDown,Ughhh,唔……
Detective,71,Room- Hospital,OnEnterRegionNearDoor,Wait!,等等！
Mick,374,Room- Hospital,OnInteractCharacterRoth,"Ah, hello?",啊，你好？
Narr,941,Room- Hospital,OnInteractCharacterRoth,It's all in my head... Must be...,这都是我脑子里的……肯定是……
Mick,375,Room- Hospital,OnInteractCharacterRoth,Wait a minute!,等一下！
Narr,942,Room- Hospital,Try talking to cop,I turn to the cop,我转向那警察
Cop,24,Room- Hospital,Try talking to cop,Talk to the DI. I'm just here for the overtime,有事找警督。我在这儿就是为了加班费
Mick,376,Room- Hospital,Try talking to cop after he knocks out detective,Who are you people?,你们这些人到底是谁？
Cop,25,Room- Hospital,Try talking to cop after he knocks out detective,Shut the fuck up! I'm warning you!,他妈的闭嘴！我警告你！
Narr,943,Room- Hospital,Try talking to cop after he knocks out detective,He turns back to the nurse,他转回身对着那护士
Mick,377,Room- Hospital,Try talking to cop after he knocks out detective 2,You can't do this!,别再废话了
Cop,26,Room- Hospital,Try talking to cop after he knocks out detective 2,Enough of your shit,你不能这么做！
Mick,372,Room- Hospital,Try talking to cop when he has gun to your head,No! Please!,不！求你了！
Narr,944,Room- Hospital,Stick syringe in cops neck,Can't reach him over there...,从这儿够不着他……
Mick,378,Room- Hospital,Stick syringe in cops neck,"Hey, moron!",嘿，蠢货！
Narr,945,Room- Hospital,Stick syringe in cops neck,I jab the empty syringe into the bastard's neck,我把空针头扎进这混蛋的脖子
Narr,946,Room- Hospital,Stick syringe in cops neck,"I jab the syringe into the bastard's neck, and plunge the whole dose into his cartoid",我把针头扎进这混蛋的脖子，把整管东西全推进他的颈动脉
Cop,27,Room- Hospital,Stick syringe in cops neck,AARG!,啊啊！
Cop,28,Room- Hospital,Stick syringe in cops neck,That fucking hurt!,他妈的疼死了！
Narr,947,Room- Hospital,Stick syringe in cops neck,He grins down at me,他低头朝我咧嘴一笑
Narr,948,Room- Hospital,Stick syringe in cops neck,"Oh, thank god",哦，谢天谢地
Mick,379,Room- Hospital,OnInteractCharacterNurse,Nurse!,护士！
Mick,380,Room- Hospital,OnInteractCharacterNurse,Hey! What's in that IV?,嘿！那输液袋里到底是什么？
Detective,72,Room- Hospital,OnInteractCharacterNurse,Leave her alone,别碰她
Narr,949,Room- Hospital,Being smothered- click on nurse,"I try to push the nurse away, but she's stronger than she looks. Far stronger",我想把那护士推开，可她比看起来壮得多。壮得多
Narr,950,Room- Hospital,Being smothered- click on nurse,"I feel something in her pocket, a pen? A syringe?",我感觉到她口袋里有东西，一支笔？一支注射器？
Narr,951,Room- Hospital,Being smothered- click on nurse,"Whatever it is, I can't reach to get it out",不管是什么，我都够不着把它拿出来
Narr,952,Room- Hospital,Pick Nurses Pocket,"Carefully I slip the item from her pocket, just an empty syringe",我小心地从她口袋里摸出那东西，不过是支空注射器
Nurse,15,Room- Hospital,Pick Nurses Pocket,Hey! What you doing?,嘿！你干什么？
Mick,381,Room- Hospital,Pick Nurses Pocket,Nothing,没什么
Narr,953,Room- Hospital,Pick Nurses Pocket,There's something sticking out from the nurse's back pocket,护士的后口袋里露出个什么东西
Narr,954,Room- Hospital,Being smothered- Use remote on nurse,"I bat at her with the remote, she doesn't even seem to notice",我用遥控器拍她，她好像根本没感觉
Narr,955,Room- Hospital,Being smothered- Use tv remote,"Frantic, I mash buttons on the remote",我慌乱地乱按遥控器
Narr,956,Room- Hospital,Being smothered- Use tv remote,A blaring burst of static as the screen comes to life,屏幕亮起，爆出一阵刺耳的静电噪音
Narr,957,Room- Hospital,Being smothered- Use tv remote,The remote is snatched from my hand,遥控器被从我手里夺走了
Narr,958,Room- Hospital,Being smothered- Use tv remote,"Her weight shifts as she struggles with it, but the pressure on the pillow is unrelenting",她一边跟遥控器较劲一边重心晃动，可压在枕头上的力道丝毫没松
Narr,959,Room- Hospital,Being smothered- Use tv remote,Please... Let someone hear the TV...,求你了……让谁听见电视声吧……
,400,Room- Hospital,Being smothered- Use tv remote,I hear her swearing at the TV over the pumping of blood in my ears,在耳中血液的轰鸣声中，我听见她在骂那台电视
Narr,960,Room- Hospital,"Being smothered- Use call button, Detective returns","Lungs burning, I manage to reach the call button",肺里像着了火，我勉强够到呼叫铃
Narr,961,Room- Hospital,"Being smothered- Use call button, Detective returns",But it's too late... I'm slipping away,可太迟了……我快要昏过去了
Detective,73,Room- Hospital,"Being smothered- Use call button, Detective returns",Hey!,嘿！
Narr,962,Room- Hospital,"Being smothered- Use call button, Detective returns","She snatches the pillow away, and I gasp in sweet lungfuls of air",她一把扯走枕头，我大口大口吸进那甜美的空气
Nurse,16,Room- Hospital,"Being smothered- Use call button, Detective returns",Detective,警探
Nurse,17,Room- Hospital,"Being smothered- Use call button, Detective returns","He, ah, he attacked me!",他，呃，他袭击了我！
Detective,74,Room- Hospital,"Being smothered- Use call button, Detective returns",Ok...,哦……
Mick,382,Room- Hospital,"Being smothered- Use call button, Detective returns",No... Aaach...!,不……啊啊……！
Narr,963,Room- Hospital,"Being smothered- Use call button, Detective returns",Can't catch my breath to get the words out,喘不上气，说不出话
Detective,75,Room- Hospital,"Being smothered- Use call button, Detective returns",Just bringing him a new pillow?,就是给他换个新枕头？
Nurse,18,Room- Hospital,"Being smothered- Use call button, Detective returns",Ah... yes!,啊……是的！
Detective,76,Room- Hospital,"Being smothered- Use call button, Detective returns",If you say so,你说是就是吧
Mick,383,Room- Hospital,"Being smothered- Use call button, Detective returns",She was... trying to kill me!,她……想杀我！
Cop,29,Room- Hospital,"Being smothered- Use call button, Detective returns","Oh, give it a rest Carter",哦，省省吧Carter
Detective,77,Room- Hospital,"Being smothered- Use call button, Detective returns","Think you'd better tell me what's really going on here, nurse... ah, didn't catch your name?",我看你最好告诉我这儿到底怎么回事，护士……呃，还没请教你贵姓？
Narr,964,Room- Hospital,OnInteractHotspotCopGun,"I try to pull the pistol free, but the drug has locked his hand in a steel-like rigor",我想拔出那把手枪，可药力已经把他的手锁得像钢铁一样僵硬
Narr,965,Room- Hospital,OnInteractHotspotCopGun,Don't have time to pry it loose,没时间硬撬了
,401,Room- Hospital,OnInteractHotspotCopGun,Service revolver is clutched in his dead hand. Don't have time to pry it loose,制式左轮枪被他死死攥在僵硬的手里。没时间硬撬了
,402,Room- Hospital,SetIvPulled,The IV's no longer plugged into my arm,输液管已经不再插在我手臂上了
,403,Room- Hospital,SetIvPulled,Line from the IV bag snakes down into my arm,从输液袋垂下的管子蜿蜒接进我的手臂
Narr,966,Room- Hospital,EndChapterSequence,The detective struggles to his feet,警探挣扎着站起来
Narr,967,Room- Hospital,EndChapterSequence,"He eyes the pistol, clutched in the dead fingers of the cop...",他打量着那把手枪，被那警察死去的手指死死攥着……
